Putusan,Nomor,Bulan,Pemohon,Termohon,Tingkat proses,Klasifikasi,Tahun,Amar,Amar Lainnya atau catatan
MAHKAMAH AGUNG,4144 B/PK/PJK/2023,10,PT TIRA ANDALAN STEEL,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,4114 B/PK/PJK/2023,10,DIREKTUR JENDERAL PAJAK,PT SCOMI OILTOOLS,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,1835 B/PK/PJK/2022,6,DIREKTUR JENDERAL PAJAK,PT ECS INDO JAYA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,1817 B/PK/PJK/2022,6,DIREKTUR JENDERAL PAJAK,PT YAKULT INDONESIA PERSADA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,1816 B/PK/PJK/2022,6,DIREKTUR JENDERAL PAJAK,PT YAKULT INDONESIA PERSADA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,1907 B/PK/PJK/2022,6,DIREKTUR JENDERAL PAJAK,PT JAVA PARADISE ISLAND,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,1975 B/PK/PJK/2022,6,DIREKTUR JENDERAL PAJAK,PT AUTOCOMP SYSTEMS INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,6101/B/PK/Pjk/2022,12,DIREKTUR JENDERAL PAJAK, T NUSA HALMAHERA MINERALS,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,1954 B/PK/PJK/2022,6,DIREKTUR JENDERAL PAJAK,PT SANSYU PRECISION BATAM,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,1953/B/PK/PJK/2022,6,DIREKTUR JENDERAL PAJAK,PT AUTOCOMP SYSTEMS INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,1951 B/PK/PJK/2022,6,DIREKTUR JENDERAL PAJAK,PT AUTOCOMP SYSTEMS INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,1948 B/PK/PJK/2022,6,DIREKTUR JENDERAL PAJAK,PT AUTOCOMP SYSTEMS INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,6090/B/PK/Pjk/2022,12,DIREKTUR JENDERAL PAJAK, PT LANDMARK CONCURRENT SOLUSI INDONESIA,Peninjauan Kembali,Pajak Penghasilan Pasal 23PPh23,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,1929 B/PK/PJK/2022,6,PT RIMBAKAYU ARTHAMAS,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Kabul,—
MAHKAMAH AGUNG,6088/B/PK/Pjk/2022,12,DIREKTUR JENDERAL PAJAK, PT EKA DURA INDONESIA,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,2786/B/PK/Pjk/2022,4,PT LONTAR PAPYRUS PULP & PAPER INDUSTRY, DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,2055 B/PK/PJK/2022,6,DIREKTUR JENDERAL PAJAK,PT AISIN INDONESIA AUTOMOTIVE,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,2647 B/PK/PJK/2022,4,DIREKTUR JENDERAL PAJAK,PT CALMIC INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,2646 B/PK/PJK/2022,5,DIREKTUR JENDERAL PAJAK,PT ARMINAREKA PERDANA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,2645 B/PK/PJK/2022,4,DIREKTUR JENDERAL PAJAK,PT CALMIC INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,2595 B/PK/PJK/2022,5,DIREKTUR JENDERAL PAJAK,PT HYMOLD BATAM,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,2181 B/PK/PJK/2022,4,PT PRIMA SEJATI INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,2070 B/PK/PJK/2022,6,DIREKTUR JENDERAL PAJAK,PT AKASHI WAHANA INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,2062 B/PK/PJK/2022,6,DIREKTUR JENDERAL PAJAK,BUT PCL TANKERS,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,1326/B/PK/Pjk/2022,4,DIREKTUR JENDERAL PAJAK, PT AUTOLIV INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,TOLAK PK
MAHKAMAH AGUNG,294/B/PK/Pjk/2022,3,PT SMCC UTAMA INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Kabul,KABUL PK
MAHKAMAH AGUNG,2639 B/PK/PJK/2022,4,DIREKTUR JENDERAL PAJAK,PT GH EMM INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,3849 B/PK/PJK/2022,8,DIREKTUR JENDERAL PAJAK,PT SARIPURI PERMAI HOTEL,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5451 B/PK/PJK/2022,12,PT SARI LEMBAH SUBUR,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5439 B/PK/PJK/2022,12,PT BINTANG SIDORAYA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Gugatan tidak dapat diterima,NO
MAHKAMAH AGUNG,5427 B/PK/PJK/2022,12,PT FORTIUS AGRO ASIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5129 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,BUT NOVUS UK (KAKAP) LIMITED,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,5128 B/PK/PJK/2022,11,PT BUMIPRATAMA KHATULISTIWA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Gugatan Atas Keputusan,2022,Tolak,—
MAHKAMAH AGUNG,5127 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT SIME DARBY OILS PULAU LAUT REFINERY (dh PT GOLDEN HOPE NUSANTARA),Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,5126 B/PK/PJK/2022,12,PT SHARP TRADING INDONESIA,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Bea Masuk,2022,Tolak,—
MAHKAMAH AGUNG,5125 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT HARAPAN SAWIT LESTARI,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,5124 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT TAMBANG TONDANO NUSAJAYA,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,5123 B/PK/PJK/2022,12,PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY TBK (PT SMART Tbk),DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5122 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT HARAPAN SAWIT LESTARI,Peninjauan Kembali,Pajak Penghasilan Pasal 22 Final,2022,Tolak,—
MAHKAMAH AGUNG,5121 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT HARAPAN SAWIT LESTARI,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,5120 B/PK/PJK/2022,11,PT MIZUSHIMA METAL WORKS INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,5119 B/PK/PJK/2022,12,PT ASTRA HONDA MOTOR,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Bea Masuk,2022,Tolak,—
MAHKAMAH AGUNG,5118 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT SUMBER KHARISMA PERSADA,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,5117 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT SINAR MAS AGRO RESOURCES AND TECHNOLOGY TBK (PT SMART TBK),Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5114 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK ,PT ASIAMADYA SELARAS,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5113 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT ASIAMADYA SELARAS,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5112 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT SWADHARMA KERRY SATYA,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,5111 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT MANDALA AIRLINES,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,5110 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT HARAPAN SAWIT LESTARI,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,5556 B/PK/PJK/2022,12,PD AIR MINUM TINGKAT II PADANG,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Kabul,—
MAHKAMAH AGUNG,5555 B/PK/PJK/2022,12,PD AIR MINUM TINGKAT II PADANG,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Kabul,—
MAHKAMAH AGUNG,5554 B/PK/PJK/2022,12,PD AIR MINUM TINGKAT II PADANG,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Kabul,—
MAHKAMAH AGUNG,5553 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT EKA DURA INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5552 B/PK/PJK/2022,12,PT EKA DURA INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5551 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT KENCANA GRAHA PERMAI,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5550 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT PARAMITRA INTERNUSA PRATAMA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5549 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT STARONE MITRA TELEKOMUNIKASI,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5548 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT HUNTSMAN INDONESIA,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,5547 B/PK/PJK/2022,11,PT VIVAMAS QINGQI MOTOR,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Bea Masuk,2022,Tolak,—
MAHKAMAH AGUNG,5546 B/PK/PJK/2022,11,PT ARYSTA LIFESCIENCE TIRTA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan Pasal 23PPh23,2022,Tolak,—
MAHKAMAH AGUNG,5545 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT WANA PERINTIS,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5544 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT CIPTA KRIDATAMA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5543 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT CIPTA KRIDATAMA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5542 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT CIPTA KRIDATAMA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5541 B/PK/PJK/2022,11,PT PUTRA SINAR DESA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan Pasal 23PPh23,2022,Tolak,—
MAHKAMAH AGUNG,5540 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT SUMBER KHARISMA PERSADA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5539 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT DISTRINDO BINTANG AGUNG,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5538 B/PK/PJK/2022,11,PT PACIFIC INDOMAS,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Gugatan Atas Keputusan,2022,Tolak,—
MAHKAMAH AGUNG,5537 B/PK/PJK/2022,11,PT PACIFIC INDOMAS,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Gugatan Atas Keputusan,2022,Tolak,—
MAHKAMAH AGUNG,5536 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,CV DIFA PRATAMA JAYA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5535 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT DARMA HENWA TBK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5534 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT DARMA HENWA TBK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5533 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT DARMA HENWA TBK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5532 B/PK/PJK/2022,11,PT PACIFIC INDOMAS,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Gugatan Atas Keputusan,2022,Tolak,—
MAHKAMAH AGUNG,5531 B/PK/PJK/2022,12,PT FORTIUS AGRO ASIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5530 B/PK/PJK/2022,12,PT FORTIUS AGRO ASIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,5529 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT PRIA TAMA RIAU,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,5528 B/PK/PJK/2022,12,PT FORTIUS AGRO ASIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5527 B/PK/PJK/2022,12,PT FORTIUS AGRO ASIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5526 B/PK/PJK/2022,12,PT FORTIUS AGRO ASIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5525 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT GERBANG NUSA PERKASA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5524 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT GERBANG NUSA PERKASA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5523 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT GERBANG NUSA PERKASA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5522 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT GERBANG NUSA PERKASA,Peninjauan Kembali,Pajak Penghasilan Pasal 4 ayat 2 Final,2022,Tolak,—
MAHKAMAH AGUNG,5521 B/PK/PJK/2022,11,PT INDIKA ENERGY Tbk,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,5520 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT KOMATSU UNDERCARRIAGE INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5519 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT FEDERAL INTERNATIONAL FINANCE,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5518 B/PK/PJK/2022,12,PT FEDERAL INTERNATIONAL FINANCE,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Kabul,—
MAHKAMAH AGUNG,5517 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT FEDERAL INTERNATIONAL FINANCE,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5516 B/PK/PJK/2022,12,PT FEDERAL INTERNATIONAL FINANCE,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Kabul,—
MAHKAMAH AGUNG,5514 B/PK/PJK/2022,11,PT INSANI MANDIRI LESTARI,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Bea Masuk,2022,Tolak,—
MAHKAMAH AGUNG,5513 B/PK/PJK/2022,11,PT INSANI MANDIRI LESTARI,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Bea Masuk,2022,Tolak,—
MAHKAMAH AGUNG,5512 B/PK/PJK/2022,11,PT INSANI MANDIRI LESTARI,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Bea Masuk,2022,Tolak,—
MAHKAMAH AGUNG,5511 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT SAMSUNG ELECTRONICS INDONESIA,Peninjauan Kembali,Pajak Penghasilan Pasal 23PPh23,2022,Tolak,—
MAHKAMAH AGUNG,5510 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT GUHRING INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5509 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT GUHRING INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5508 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT KREASIJAYA ADHIKARYA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Kabul,—
MAHKAMAH AGUNG,5507 B/PK/PJK/2022,11,PT CENTRAL PROTEINA PRIMA TBK,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Bea Masuk,2022,Kabul,—
MAHKAMAH AGUNG,5506 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT GUHRING INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5505 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT SOCFIN INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5504 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT SOCFIN INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5503 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT SOCFIN INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5502 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT SOCFIN INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5501 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT SOCFIN INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5500 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT DISTRINDO BINTANG AGUNG,Peninjauan Kembali,Gugatan Atas Keputusan,2022,Tolak,—
MAHKAMAH AGUNG,5498 B/PK/PJK/2022,11,PT CENTRAL PROTEINA PRIMA TBK,DIREKTUR JENDERAL BEA DAN CUKAI,Peninjauan Kembali,Bea Masuk,2022,Kabul,—
MAHKAMAH AGUNG,5497 B/PK/PJK/2022,11,PT INSANI MANDIRI LESTARI,DIREKTUR JENDERL BEA DAN CUKAI,Peninjauan Kembali,Bea Masuk,2022,Tolak,—
MAHKAMAH AGUNG,5496 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT EURONET TECHNOLOGIES INDONESIA,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5495 B/PK/PJK/2022,12,PT DHL SUPPLY CHAIN INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan Pasal 23PPh23,2022,Tolak,—
MAHKAMAH AGUNG,5494 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT GERBANG NUSA PERKASA,Peninjauan Kembali,Pajak Penghasilan Pasal 4 ayat 2 Final,2022,Tolak,—
MAHKAMAH AGUNG,5493 B/PK/PJK/2022,12,PT DHL SUPPLY CHAIN INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan Pasal 23PPh23,2022,Tolak,—
MAHKAMAH AGUNG,5492 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT EURONET TECHNOLOGIES INDONESIA,Peninjauan Kembali,Gugatan Atas Keputusan,2022,Tolak,—
MAHKAMAH AGUNG,5491 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT EURONET TECHNOLOGIES INDONESIA,Peninjauan Kembali,Gugatan Atas Keputusan,2022,Tolak,—
MAHKAMAH AGUNG,5490 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT INDOWIRE PRIMA INDUSTRINDO,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,5489 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT INDOWIRE PRIMA INDUSTRINDO,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,5488 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT INDOWIRE PRIMA INDUSTRINDO,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,5487 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT INDOWIRE PRIMA INDUSTRINDO,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,5486 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT INDOWIRE PRIMA INDUSTRINDO,Peninjauan Kembali,Pajak Penghasilan Pasal 26PPh26,2022,Tolak,—
MAHKAMAH AGUNG,5485 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT NISSIN FOODS INDONESIA,Peninjauan Kembali,Pajak Penghasilan BadanPPhBd,2022,Tolak,—
MAHKAMAH AGUNG,5484 B/PK/PJK/2022,12,PT MERCK SHARP & DOHME INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5483 B/PK/PJK/2022,11,DIREKTUR JENDERAL PAJAK,PT HARAPAN SAWIT LESTARI,Peninjauan Kembali,Pajak Penghasilan Pasal 23PPh23,2022,Tolak,—
MAHKAMAH AGUNG,5482 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,PT BANK MAYBANK INDONESIA Tbk,Peninjauan Kembali,Pajak Penghasilan Pasal 4 ayat 2 Final,2022,Tolak,—
MAHKAMAH AGUNG,5481 B/PK/PJK/2022,12,DIREKTUR JENDERAL PAJAK,KOPERASI PERKEBUNAN KELAPA SAWIT (KPKS) MAPUR MANDIRI,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5480 B/PK/PJK/2022,11,PT PACIFIC WORLD NUSANTARA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Penghasilan Pasal 23PPh23,2022,Tolak,—
MAHKAMAH AGUNG,5479 B/PK/PJK/2022,12,PT EXXONMOBIL LUBRICANTS INDONESIA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5478 B/PK/PJK/2022,11,PT CAKRA RADHA MUSTIKA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
MAHKAMAH AGUNG,5477 B/PK/PJK/2022,11,PT CAKRA RADHA MUSTIKA,DIREKTUR JENDERAL PAJAK,Peninjauan Kembali,Pajak Pertambahan NilaiPPN,2022,Tolak,—
